url,source,is_keeper,repo,owner,org
https://github.com/BuzzFeedNews/2016-09-shy-trumpers,github,True,2016-09-shy-trumpers,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-09-ucr-analysis,github,True,2016-09-ucr-analysis,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-08-sports-gender-gaps,github,True,2016-08-sports-gender-gaps,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-07-athletic-performances,github,True,2016-07-athletic-performances,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-07-rnc-dnc-surveillance-planes,github,True,2016-07-rnc-dnc-surveillance-planes,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-05-H-2-debarments-and-violations,github,True,2016-05-H-2-debarments-and-violations,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-04-republican-donor-movements,github,True,2016-04-republican-donor-movements,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-04-bernie-sanders-donors,github,True,2016-04-bernie-sanders-donors,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-04-federal-surveillance-planes,github,True,2016-04-federal-surveillance-planes,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-02-republican-donor-movements,github,True,2016-02-republican-donor-movements,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-01-immigrant-detention-india,github,True,2016-01-immigrant-detention-india,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-01-port-arthur-arrests,github,True,2016-01-port-arthur-arrests,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-01-texas-municipal-courts,github,True,2016-01-texas-municipal-courts,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2016-01-tennis-betting-analysis,github,True,2016-01-tennis-betting-analysis,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-12-the-coyote,github,True,2015-12-the-coyote,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-12-fatal-police-shootings,github,True,2015-12-fatal-police-shootings,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-12-mass-shooting-intervals,github,True,2015-12-mass-shooting-intervals,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-12-H-2-visas-and-experience-requirements,github,True,2015-12-H-2-visas-and-experience-requirements,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-11-lottery-simulations,github,True,2015-11-lottery-simulations,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-11-refugees-in-the-united-states,github,True,2015-11-refugees-in-the-united-states,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-10-walker-donors,github,True,2015-10-walker-donors,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-08-immigrant-detention,github,True,2015-08-immigrant-detention,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-07-h2-visas-and-enforcement,github,True,2015-07-h2-visas-and-enforcement,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-07-primates,github,True,2015-07-primates,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-06-ssm-and-abortion-poll,github,True,2015-06-ssm-and-abortion-poll,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-05-talkpay-tweets,github,True,2015-05-talkpay-tweets,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-03-earthquake-maps,github,True,2015-03-earthquake-maps,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-02-texas-cpa-deficiencies,github,True,2015-02-texas-cpa-deficiencies,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2015-02-georgia-cpa-scores,github,True,2015-02-georgia-cpa-scores,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/presidential-language-notebooks,github,True,presidential-language-notebooks,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2014-09-rising-sunday-show-guests,github,True,2014-09-rising-sunday-show-guests,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2014-09-tuition-and-minimum-wage,github,True,2014-09-tuition-and-minimum-wage,BuzzFeedNews,BuzzFeed News
https://github.com/BuzzFeedNews/2014-08-st-louis-county-segregation,github,True,2014-08-st-louis-county-segregation,BuzzFeedNews,BuzzFeed News
